Código Departamento,Nombre Departamento,Código Municipio,Nombre Municipio
50,Meta,689,SAN MARTIN
50,Meta,711,VISTAHERMOSA
52,Nariño,001,"PASTO (SAN JUAN DE 
PASTO)"
52,Nariño,019,ALBAN (SAN JOSE)
52,Nariño,022,ALDANA
52,Nariño,036,ANCUYA
52,Nariño,051,ARBOLEDA (BERRUECOS)
52,Nariño,079,BARBACOAS
52,Nariño,083,BELEN
52,Nariño,110,BUESACO
52,Nariño,203,COLON (GENOVA)
52,Nariño,207,CONSACA
52,Nariño,210,CONTADERO
52,Nariño,215,CORDOBA
52,Nariño,224,CUASPUD (CARLOSAMA)
52,Nariño,227,CUMBAL
52,Nariño,233,CUMBITARA
52,Nariño,240,CHACHAGUI
52,Nariño,250,EL CHARCO
52,Nariño,254,EL PEÑOL
52,Nariño,256,EL ROSARIO
52,Nariño,258,EL TABLON
52,Nariño,260,EL TAMBO
52,Nariño,287,FUNES
52,Nariño,317,GUACHUCAL
52,Nariño,320,GUAITARILLA
52,Nariño,323,GUALMATAN
52,Nariño,352,ILES
52,Nariño,354,IMUES
52,Nariño,356,IPIALES
52,Nariño,378,LA CRUZ
52,Nariño,381,LA FLORIDA
52,Nariño,385,LA LLANADA
52,Nariño,390,LA TOLA
52,Nariño,399,LA UNION
52,Nariño,405,LEIVA
52,Nariño,411,LINARES
52,Nariño,418,LOS ANDES (SOTOMAYOR)
52,Nariño,427,MAGUI (PAYAN)
52,Nariño,435,MALLAMA (PIEDRANCHA)
52,Nariño,473,MOSQUERA
52,Nariño,490,"OLAYA HERRERA (BOCAS 
DE SATINGA)"
52,Nariño,506,OSPINA
52,Nariño,520,"FRANCISCO PIZARRO 
(SALAHONDA)"
52,Nariño,540,POLICARPA
52,Nariño,560,POTOSI
52,Nariño,565,PROVIDENCIA
52,Nariño,573,PUERRES
52,Nariño,585,PUPIALES
52,Nariño,612,RICAURTE
52,Nariño,621,"ROBERTO PAYAN (SAN 
JOSE)"
52,Nariño,678,SAMANIEGO
52,Nariño,683,SANDONA
52,Nariño,685,SAN BERNARDO
52,Nariño,687,SAN LORENZO
52,Nariño,693,SAN PABLO
52,Nariño,694,SAN PEDRO DE CARTAGO
52,Nariño,696,"SANTA BARBARA 
(ISCUANDE)"
52,Nariño,699,SANTA CRUZ (GUACHAVES)
52,Nariño,720,SAPUYES
52,Nariño,786,TAMINANGO
52,Nariño,788,TANGUA
52,Nariño,835,TUMACO
52,Nariño,838,TUQUERRES
52,Nariño,885,YACUANQUER
54,Norte de Santander,001,CUCUTA
54,Norte de Santander,003,ABREGO
54,Norte de Santander,051,ARBOLEDAS
54,Norte de Santander,099,BOCHALEMA
54,Norte de Santander,109,BUCARASICA
54,Norte de Santander,125,CACOTA
54,Norte de Santander,128,CACHIRA
54,Norte de Santander,172,CHINACOTA
54,Norte de Santander,174,CHITAGA
54,Norte de Santander,206,CONVENCION
54,Norte de Santander,223,CUCUTILLA
54,Norte de Santander,239,DURANIA
54,Norte de Santander,245,EL CARMEN
54,Norte de Santander,250,EL TARRA
54,Norte de Santander,261,EL ZULIA
54,Norte de Santander,313,GRAMALOTE
54,Norte de Santander,344,HACARI
54,Norte de Santander,347,HERRAN
54,Norte de Santander,377,LABATECA
54,Norte de Santander,385,LA ESPERANZA
54,Norte de Santander,398,LA PLAYA
54,Norte de Santander,405,LOS PATIOS
54,Norte de Santander,418,LOURDES
54,Norte de Santander,480,MUTISCUA
54,Norte de Santander,498,OCAÑA
54,Norte de Santander,518,PAMPLONA
54,Norte de Santander,520,PAMPLONITA
54,Norte de Santander,553,PUERTO SANTANDER
54,Norte de Santander,599,RAGONVALIA
54,Norte de Santander,660,SALAZAR
54,Norte de Santander,670,SAN CALIXTO
54,Norte de Santander,673,SAN CAYETANO
54,Norte de Santander,680,SANTIAGO
54,Norte de Santander,720,SARDINATA
54,Norte de Santander,743,SILOS
54,Norte de Santander,800,TEORAMA
54,Norte de Santander,810,TIBU
54,Norte de Santander,820,TOLEDO
54,Norte de Santander,871,VILLACARO
54,Norte de Santander,874,VILLA DEL ROSARIO
63,Quindio,001,ARMENIA
63,Quindio,111,BUENAVISTA
63,Quindio,130,CALARCA
63,Quindio,190,CIRCASIA
63,Quindio,212,CORDOBA
63,Quindio,272,FILANDIA
63,Quindio,302,GENOVA
63,Quindio,401,LA TEBAIDA
63,Quindio,470,MONTENEGRO
63,Quindio,548,PIJAO
63,Quindio,594,QUIMBAYA
63,Quindio,690,SALENTO
66,Risaralda,001,PEREIRA
66,Risaralda,045,APIA
66,Risaralda,075,BALBOA
66,Risaralda,088,BELEN DE UMBRIA
66,Risaralda,170,DOS QUEBRADAS
66,Risaralda,318,GUATICA
66,Risaralda,383,LA CELIA
66,Risaralda,400,LA VIRGINIA
66,Risaralda,440,MARSELLA
66,Risaralda,456,MISTRATO
66,Risaralda,572,PUEBLO RICO
66,Risaralda,594,QUINCHIA
66,Risaralda,682,SANTA ROSA DE CABAL
66,Risaralda,687,SANTUARIO
68,Santander,001,BUCARAMANGA
68,Santander,013,AGUADA
68,Santander,020,ALBANIA
68,Santander,051,ARATOCA
68,Santander,077,BARBOSA
68,Santander,079,BARICHARA
68,Santander,081,BARRANCABERMEJA
68,Santander,092,BETULIA
68,Santander,101,BOLIVAR
68,Santander,121,CABRERA
68,Santander,132,CALIFORNIA
68,Santander,147,CAPITANEJO
68,Santander,152,CARCASI
68,Santander,160,CEPITA
68,Santander,162,CERRITO
68,Santander,167,CHARALA
68,Santander,169,CHARTA
68,Santander,176,CHIMA
68,Santander,179,CHIPATA
68,Santander,190,CIMITARRA
68,Santander,207,CONCEPCION
68,Santander,209,CONFINES
68,Santander,211,CONTRATACION
68,Santander,217,COROMORO
68,Santander,229,CURITI
68,Santander,235,EL CARMEN DE CHUCURY
68,Santander,245,EL GUACAMAYO
68,Santander,250,EL PEÑON
68,Santander,255,EL PLAYON
68,Santander,264,ENCINO
68,Santander,266,ENCISO
68,Santander,271,FLORIAN
68,Santander,276,FLORIDABLANCA
68,Santander,296,GALAN
68,Santander,298,GAMBITA
68,Santander,307,GIRON
68,Santander,318,GUACA
68,Santander,320,GUADALUPE
68,Santander,322,GUAPOTA
68,Santander,324,GUAVATA
68,Santander,327,GUEPSA
68,Santander,344,HATO
68,Santander,368,JESUS MARIA
68,Santander,370,JORDAN
68,Santander,377,LA BELLEZA
68,Santander,385,LANDAZURI
68,Santander,397,LA PAZ
68,Santander,406,LEBRIJA
68,Santander,418,LOS SANTOS
68,Santander,425,MACARAVITA
68,Santander,432,MALAGA
68,Santander,444,MATANZA
68,Santander,464,MOGOTES
68,Santander,468,MOLAGAVITA
68,Santander,498,OCAMONTE
68,Santander,500,OIBA
68,Santander,502,ONZAGA
68,Santander,522,PALMAR
68,Santander,524,PALMAS DEL SOCORRO
68,Santander,533,PARAMO
68,Santander,547,PIEDECUESTA
68,Santander,549,PINCHOTE
68,Santander,572,PUENTE NACIONAL
68,Santander,573,PUERTO PARRA
68,Santander,575,PUERTO WILCHES
68,Santander,615,RIONEGRO
68,Santander,655,SABANA DE TORRES
68,Santander,669,SAN ANDRES
68,Santander,673,SAN BENITO
68,Santander,679,SAN GIL
68,Santander,682,SAN JOAQUIN
68,Santander,684,SAN JOSE DE MIRANDA
68,Santander,686,SAN MIGUEL
68,Santander,689,SAN VICENTE DE CHUCURI
68,Santander,705,SANTA BARBARA
68,Santander,720,SANTA HELENA DEL OPON
68,Santander,745,SIMACOTA
68,Santander,755,SOCORRO
68,Santander,770,SUAITA
68,Santander,773,SUCRE
68,Santander,780,SURATA
68,Santander,820,TONA
68,Santander,855,VALLE SAN JOSE
68,Santander,861,VELEZ
68,Santander,867,VETAS
68,Santander,872,VILLANUEVA
68,Santander,895,ZAPATOCA
70,Sucre,001,SINCELEJO
70,Sucre,110,BUENAVISTA
70,Sucre,124,CAIMITO
70,Sucre,204,COLOSO (RICAURTE)
70,Sucre,215,COROZAL
70,Sucre,230,CHALAN
70,Sucre,235,"GALERAS (NUEVA 
GRANADA)"
70,Sucre,265,GUARANDA
70,Sucre,400,LA UNION
70,Sucre,418,LOS PALMITOS
70,Sucre,429,MAJAGUAL
70,Sucre,473,MORROA
70,Sucre,508,OVEJAS
70,Sucre,523,PALMITO
70,Sucre,670,SAMPUES
70,Sucre,678,SAN BENITO ABAD
70,Sucre,702,SAN JUAN DE BETULIA
70,Sucre,708,SAN MARCOS
70,Sucre,713,SAN ONOFRE
70,Sucre,717,SAN PEDRO
70,Sucre,742,SINCE
70,Sucre,771,SUCRE
70,Sucre,820,TOLU
70,Sucre,823,TOLUVIEJO
73,Tolima,001,IBAGUE
73,Tolima,024,ALPUJARRA
73,Tolima,026,ALVARADO
73,Tolima,030,AMBALEMA
73,Tolima,043,ANZOATEGUI
73,Tolima,055,ARMERO (GUAYABAL)
73,Tolima,067,ATACO
73,Tolima,124,CAJAMARCA
73,Tolima,148,CARMEN APICALA
73,Tolima,152,CASABIANCA
73,Tolima,168,CHAPARRAL
73,Tolima,200,COELLO
73,Tolima,217,COYAIMA
73,Tolima,226,CUNDAY
73,Tolima,236,DOLORES
73,Tolima,268,ESPINAL
73,Tolima,270,FALAN
73,Tolima,275,FLANDES
73,Tolima,283,FRESNO
73,Tolima,319,GUAMO
73,Tolima,347,HERVEO
73,Tolima,349,HONDA
73,Tolima,352,ICONONZO
73,Tolima,408,LERIDA
73,Tolima,411,LIBANO
73,Tolima,443,MARIQUITA
73,Tolima,449,MELGAR
73,Tolima,461,MURILLO
73,Tolima,483,NATAGAIMA
73,Tolima,504,ORTEGA
73,Tolima,520,PALOCABILDO
73,Tolima,547,PIEDRAS
73,Tolima,555,PLANADAS
73,Tolima,563,PRADO
73,Tolima,585,PURIFICACION
73,Tolima,616,RIOBLANCO
73,Tolima,622,RONCESVALLES
73,Tolima,624,ROVIRA
73,Tolima,671,SALDAÑA
73,Tolima,675,SAN ANTONIO
73,Tolima,678,SAN LUIS
73,Tolima,686,SANTA ISABEL
73,Tolima,770,SUAREZ
73,Tolima,854,VALLE DE SAN JUAN
73,Tolima,861,VENADILLO
73,Tolima,870,VILLAHERMOSA
73,Tolima,873,VILLARRICA
76,Valle,001,CALI (SANTIAGO DE CALI)
76,Valle,020,ALCALA
76,Valle,036,ANDALUCIA
76,Valle,041,ANSERMANUEVO
76,Valle,054,ARGELIA
76,Valle,100,BOLIVAR
76,Valle,109,BUENAVENTURA
76,Valle,111,BUGA
76,Valle,113,BUGALAGRANDE
76,Valle,122,CAICEDONIA
76,Valle,126,CALIMA (DARIEN)
76,Valle,130,CANDELARIA
76,Valle,147,CARTAGO
76,Valle,233,DAGUA
76,Valle,243,EL AGUILA
76,Valle,246,EL CAIRO
76,Valle,248,EL CERRITO
76,Valle,250,EL DOVIO
76,Valle,275,FLORIDA
76,Valle,306,GINEBRA
76,Valle,318,GUACARI
76,Valle,364,JAMUNDI
76,Valle,377,LA CUMBRE
76,Valle,400,LA UNION
76,Valle,403,LA VICTORIA
76,Valle,497,OBANDO
76,Valle,520,PALMIRA
76,Valle,563,PRADERA
76,Valle,606,RESTREPO
76,Valle,616,RIOFRIO
76,Valle,622,ROLDANILLO
76,Valle,670,SAN PEDRO
76,Valle,736,SEVILLA
76,Valle,823,TORO
76,Valle,828,TRUJILLO
76,Valle,834,TULUA
76,Valle,845,ULLOA
76,Valle,863,VERSALLES
76,Valle,869,VIJES
76,Valle,890,YOTOCO
76,Valle,892,YUMBO
76,Valle,895,ZARZAL
81,Arauca,001,ARAUCA
81,Arauca,065,ARAUQUITA
81,Arauca,220,CRAVO NORTE
81,Arauca,300,FORTUL
81,Arauca,591,PUERTO RONDON
81,Arauca,736,SARAVENA
81,Arauca,794,TAME
85,Casanare,001,YOPAL
85,Casanare,010,AGUAZUL
85,Casanare,015,CHAMEZA
85,Casanare,125,HATO COROZAL
85,Casanare,136,LA SALINA
85,Casanare,139,MANI
85,Casanare,162,MONTERREY
85,Casanare,225,NUNCHIA
85,Casanare,230,OROCUE
85,Casanare,250,PAZ DE ARIPORO
85,Casanare,263,PORE
85,Casanare,279,RECETOR
85,Casanare,300,SABANALARGA
85,Casanare,315,SACAMA
85,Casanare,325,SAN LUIS DE PALENQUE
85,Casanare,400,TAMARA
85,Casanare,410,TAURAMENA
85,Casanare,430,TRINIDAD
85,Casanare,440,VILLANUEVA
86,Putumayo,001,MOCOA
86,Putumayo,219,COLON
86,Putumayo,320,ORITO
86,Putumayo,568,PUERTO ASIS
86,Putumayo,569,PUERTO CAICEDO
86,Putumayo,571,PUERTO GUZMAN
86,Putumayo,573,PUERTO LEGUIZAMO
86,Putumayo,749,SIBUNDOY
86,Putumayo,755,SAN FRANCISCO
86,Putumayo,757,SAN MIGUEL (LA DORADA)
86,Putumayo,760,SANTIAGO
86,Putumayo,865,"LA HORMIGA (VALLE DEL 
GUAMUEZ)"
86,Putumayo,885,VILLAGARZON
88,San Andres,001,SAN ANDRES
88,San Andres,564,PROVIDENCIA
91,Amazonas,001,LETICIA
91,Amazonas,263,EL ENCANTO
91,Amazonas,405,LA CHORRERA
91,Amazonas,407,LA PEDRERA
91,Amazonas,430,LA VICTORIA
91,Amazonas,460,MIRITI-PARANA
91,Amazonas,530,PUERTO ALEGRIA
91,Amazonas,536,PUERTO ARICA
91,Amazonas,540,PUERTO NARIÑO
91,Amazonas,669,PUERTO SANTANDER
91,Amazonas,798,TARAPACA
94,Guainia,001,PUERTO INIRIDA
94,Guainia,343,BARRANCO MINAS
94,Guainia,883,SAN FELIPE
94,Guainia,884,PUERTO COLOMBIA
94,Guainia,885,LA GUADALUPE
94,Guainia,886,CACAHUAL
94,Guainia,887,"PANA PANA (CAMPO 
ALEGRE)"
94,Guainia,888,"MORICHAL (MORICHAL 
NUEVO)"
95,Guaviare,001,SAN JOSE DEL GUAVIARE
95,Guaviare,015,CALAMAR
95,Guaviare,025,EL RETORNO
95,Guaviare,200,MIRAFLORES
97,Vaupes,001,MITU
97,Vaupes,161,CARURU
97,Vaupes,511,PACOA
97,Vaupes,666,TARAIRA
97,Vaupes,777,PAPUNAUA (MORICHAL)
97,Vaupes,889,YAVARATE
99,Vichada,001,PUERTO CARREÑO
99,Vichada,524,LA PRIMAVERA
99,Vichada,572,SANTA RITA
99,Vichada,666,SANTA ROSALIA
99,Vichada,760,SAN JOSE DE OCUNE
99,Vichada,773,CUMARIBO
